0,04-07-2025 20:24:49,Hardware monitoring log v1.6,,,,,,,,,,,,,,
1,04-07-2025 20:24:49,NVIDIA GeForce RTX 2070,,,,,,,,,,,,,,
2,04-07-2025 20:24:49,GPU temperature,GPU usage,Framerate,BUS usage,Memory usage,Memory clock,Power percent,Power,Fan speed,No load limit,CPU temperature,CPU8 usage,CPU usage,CPU power,RAM usage
80,04-07-2025 20:26:27,38,35,38.6,0,4428.035,405,9,16.074,43,1,60,15.045,15.757,24.566,15452
80,04-07-2025 20:26:28,38,35,38.8,1,4465.098,405,9,16.28,43,1,56,10.42,13.74,21.274,15444
80,04-07-2025 20:26:29,38,35,38.3,1,4493.91,405,11,16.404,43,1,58,10.321,16.267,28.22,15404
80,04-07-2025 20:26:30,38,40,32.7,1,4521.918,405,9,14.473,43,1,61,17.059,21.479,36.176,15414
80,04-07-2025 20:26:31,38,32,32.6,1,4536.637,405,8,14.069,43,1,63,21.045,27.499,37.691,15398
80,04-07-2025 20:26:32,39,34,49.8,0,4545.324,7000.98,21,38.563,43,1,61,12.428,20.645,39.572,15415
80,04-07-2025 20:26:33,40,8,27.9,0,4590.809,7000.98,23,37.696,43,1,61,27.184,25.617,33.244,15470
80,04-07-2025 20:26:34,39,5,45.5,0,4606.902,810,11,19.568,43,1,69,47.415,38.377,54.121,15536
80,04-07-2025 20:26:35,38,23,88.9,0,4607.246,405,10,16.839,43,1,61,34.802,30.786,41.168,15532
80,04-07-2025 20:26:36,42,58,45.1,1,4880.668,7000.98,58,73.706,43,0,77,49.954,45.216,64.317,15641
80,04-07-2025 20:26:37,49,66,196.7,1,4937.973,7000.98,99,169.73,43,0,73,66.587,61.211,81.663,15580
80,04-07-2025 20:26:38,43,41,70.8,1,4983.898,7000.98,30,53.973,43,0,81,57.061,50.203,56.539,15773
80,04-07-2025 20:26:39,46,40,121,1,5034.211,7000.98,56,104.116,43,0,82,80.186,74.61,94.198,15690
80,04-07-2025 20:26:40,47,63,201.4,2,5103.789,7000.98,59,118.706,43,0,79,72.85,66.078,92.336,15632
80,04-07-2025 20:26:41,48,67,198.7,1,5118.25,7000.98,63,116.532,43,0,76,62.673,59.697,86.976,15606
80,04-07-2025 20:26:42,47,66,183.4,1,5132,7000.98,50,101.968,43,0,88,67.093,63.012,87.931,15319
80,04-07-2025 20:26:43,48,60,157.6,2,5187.313,7000.98,70,119.742,43,0,79,64.91,63.118,93.643,15266
80,04-07-2025 20:26:44,49,65,168.6,1,5225.188,7000.98,67,123.415,43,0,80,65.91,63.804,91.777,15356
80,04-07-2025 20:26:45,50,71,160.4,2,5336.82,7000.98,68,129.221,43,0,80,64.193,61.677,89.884,15336
80,04-07-2025 20:26:46,50,72,157.4,2,5380.133,7000.98,75,126.552,43,0,82,65.521,63.129,92.327,15291
80,04-07-2025 20:26:47,50,72,143.6,1,5392.695,7000.98,76,127.188,43,0,87,79.625,77.362,104.421,14981
80,04-07-2025 20:26:48,51,73,171.1,1,5393.695,7000.98,67,123.913,43,0,86,71.142,68.322,99.575,14813
80,04-07-2025 20:26:49,51,74,161.7,1,5386.438,7000.98,67,123.52,43,0,83,71.441,69.551,101.885,14750
80,04-07-2025 20:26:50,51,73,170.4,1,5395.375,7000.98,70,120.773,43,0,85,65.227,63.092,91.928,14679
80,04-07-2025 20:26:51,51,67,138.9,2,5506.5,7000.98,74,120.072,43,0,87,80.018,77.894,107.423,14734
80,04-07-2025 20:26:52,52,71,160.8,1,5522.883,7000.98,61,118.106,43,0,84,71.31,67.353,96.304,14718
80,04-07-2025 20:26:53,52,61,142.9,1,5564.453,7000.98,67,126.541,43,0,80,65.564,64.864,89.087,14849
80,04-07-2025 20:26:54,54,75,190.6,1,5568.828,7000.98,81,135.726,43,0,81,71.235,65.229,93.78,14793
